src_event_index,src_id,src_text,src_semantic_rep,src_file_name,src_class,src_type,src_content_desc,src_hint,src_parent_text,src_sibling_text,src_fillable_neighbor,src_neighbors,src_label,src_activity,src_atm_neighbor,src_app,target_event_index,target_id,target_text,target_semantic_rep,target_file_name,target_class,target_type,target_content_desc,target_hint,target_parent_text,target_sibling_text,target_fillable_neighbor,target_neighbors,target_label,target_activity,target_atm_neighbor,target_app
2.0,button add new item,,ic_done_black_36dp Done button_add_new_item,ic do black dp,android.widget.ImageButton,clickable,do,,,quantity,,,correct,activity main,,a25b2,2.0,make float action button,,ic_send_white_18dp makeToDoFloatingActionButton,ic send white dp,android.widget.ImageButton,clickable,,,,,,,correct,add activity,,a25b2-a21b2
2.0,button add new item,,ic_done_black_36dp Done button_add_new_item,ic do black dp,android.widget.ImageButton,clickable,do,,,quantity,,,correct,activity main,,a25b2,0.0,add item fab,,ic_add_white_24dp addToDoItemFAB,ic add white dp,android.widget.ImageButton,clickable,,,,,,,wrong,main activity,,a25b2-a21b2
2.0,button add new item,,ic_done_black_36dp Done button_add_new_item,ic do black dp,android.widget.ImageButton,clickable,do,,,quantity,,,correct,activity main,,a25b2,0.0,,minimal,Minimal,,android.widget.TextView,label,,,,,,,wrong,main activity,,a25b2-a21b2
2.0,button add new item,,ic_done_black_36dp Done button_add_new_item,ic do black dp,android.widget.ImageButton,clickable,do,,,quantity,,,correct,activity main,,a25b2,0.0,,,More options,,android.widget.ImageView,clickable,option,,,,,,wrong,main activity,,a25b2-a21b2
2.0,button add new item,,ic_done_black_36dp Done button_add_new_item,ic do black dp,android.widget.ImageButton,clickable,do,,,quantity,,,correct,activity main,,a25b2,0.0,,n todos,You don't have any todos,,android.widget.TextView,label,,,,,,,wrong,main activity,,a25b2-a21b2
2.0,button add new item,,ic_done_black_36dp Done button_add_new_item,ic do black dp,android.widget.ImageButton,clickable,do,,,quantity,,,correct,activity main,,a25b2,1.0,user,,userToDo,,android.widget.EditText,fillable,,,title,,,,wrong,add activity,,a25b2-a21b2
2.0,button add new item,,ic_done_black_36dp Done button_add_new_item,ic do black dp,android.widget.ImageButton,clickable,do,,,quantity,,,correct,activity main,,a25b2,1.0,,,Navigate up,,android.widget.ImageButton,clickable,navigate,,,,,,wrong,add activity,,a25b2-a21b2
2.0,button add new item,,ic_done_black_36dp Done button_add_new_item,ic do black dp,android.widget.ImageButton,clickable,do,,,quantity,,,correct,activity main,,a25b2,1.0,date compat,off,OFF,,android.widget.Switch,clickable,,,,remind,,,wrong,add activity,,a25b2-a21b2
2.0,button add new item,,ic_done_black_36dp Done button_add_new_item,ic do black dp,android.widget.ImageButton,clickable,do,,,quantity,,,correct,activity main,,a25b2,1.0,user remind,remind,Remind Me,,android.widget.TextView,clickable,,,,,,,wrong,add activity,,a25b2-a21b2
2.0,button add new item,,ic_done_black_36dp Done button_add_new_item,ic do black dp,android.widget.ImageButton,clickable,do,,,quantity,,,correct,activity main,,a25b2,1.0,user reminder icon,,userToDoReminderIcon,,android.widget.ImageButton,clickable,,,,,,,wrong,add activity,,a25b2-a21b2
2.0,button add new item,,ic_done_black_36dp Done button_add_new_item,ic do black dp,android.widget.ImageButton,clickable,do,,,quantity,,,correct,activity main,,a25b2,2.0,user,sample todo,userToDo,,android.widget.EditText,fillable,,,title,,,,wrong,add activity,,a25b2-a21b2
2.0,button add new item,,ic_done_black_36dp Done button_add_new_item,ic do black dp,android.widget.ImageButton,clickable,do,,,quantity,,,correct,activity main,,a25b2,3.0,list item textview,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,wrong,main activity,,a25b2-a21b2
3.0,description,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,activity main,,a25b2,3.0,list item textview,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,main activity,,a25b2-a21b2
3.0,description,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,activity main,,a25b2,0.0,add item fab,,ic_add_white_24dp addToDoItemFAB,ic add white dp,android.widget.ImageButton,clickable,,,,,,,wrong,main activity,,a25b2-a21b2
3.0,description,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,activity main,,a25b2,0.0,,minimal,Minimal,,android.widget.TextView,label,,,,,,,wrong,main activity,,a25b2-a21b2
3.0,description,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,activity main,,a25b2,0.0,,,More options,,android.widget.ImageView,clickable,option,,,,,,wrong,main activity,,a25b2-a21b2
3.0,description,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,activity main,,a25b2,0.0,,n todos,You don't have any todos,,android.widget.TextView,label,,,,,,,wrong,main activity,,a25b2-a21b2
3.0,description,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,activity main,,a25b2,1.0,user,,userToDo,,android.widget.EditText,fillable,,,title,,,,wrong,add activity,,a25b2-a21b2
3.0,description,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,activity main,,a25b2,1.0,,,Navigate up,,android.widget.ImageButton,clickable,navigate,,,,,,wrong,add activity,,a25b2-a21b2
3.0,description,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,activity main,,a25b2,1.0,make float action button,,ic_send_white_18dp makeToDoFloatingActionButton,ic send white dp,android.widget.ImageButton,clickable,,,,,,,wrong,add activity,,a25b2-a21b2
3.0,description,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,activity main,,a25b2,1.0,date compat,off,OFF,,android.widget.Switch,clickable,,,,remind,,,wrong,add activity,,a25b2-a21b2
3.0,description,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,activity main,,a25b2,1.0,user remind,remind,Remind Me,,android.widget.TextView,clickable,,,,,,,wrong,add activity,,a25b2-a21b2
3.0,description,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,activity main,,a25b2,1.0,user reminder icon,,userToDoReminderIcon,,android.widget.ImageButton,clickable,,,,,,,wrong,add activity,,a25b2-a21b2
3.0,description,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,activity main,,a25b2,2.0,user,sample todo,userToDo,,android.widget.EditText,fillable,,,title,,,,wrong,add activity,,a25b2-a21b2
1.0,fab new task,,plus_white fab_new_task,plus white,android.widget.ImageButton,clickable,,,,,,,correct,view main activity,,a23b2,0.0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a23b2-a22b2
1.0,fab new task,,plus_white fab_new_task,plus white,android.widget.ImageButton,clickable,,,,,,,correct,view main activity,,a23b2,0.0,txt title,default,Default,,android.widget.TextView,clickable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
1.0,fab new task,,plus_white fab_new_task,plus white,android.widget.ImageButton,clickable,,,,,,,correct,view main activity,,a23b2,0.0,txt count,,txt_count Default,,android.widget.TextView,label,,,,,,default,wrong,ui home main activity,,a23b2-a22b2
1.0,fab new task,,plus_white fab_new_task,plus white,android.widget.ImageButton,clickable,,,,,,,correct,view main activity,,a23b2,0.0,fab set,,fab_setting,,android.widget.ImageButton,clickable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
1.0,fab new task,,plus_white fab_new_task,plus white,android.widget.ImageButton,clickable,,,,,,,correct,view main activity,,a23b2,0.0,txt empty,look dream interpret life rather,I was not looking for my dreams to interpret my life but rather for my life to interpret my dreams.,,android.widget.TextView,label,,,,,,,wrong,ui home main activity,,a23b2-a22b2
1.0,fab new task,,plus_white fab_new_task,plus white,android.widget.ImageButton,clickable,,,,,,,correct,view main activity,,a23b2,1.0,edit text,title,Title,,android.widget.EditText,fillable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
1.0,fab new task,,plus_white fab_new_task,plus white,android.widget.ImageButton,clickable,,,,,,,correct,view main activity,,a23b2,1.0,edit text content,content,Content,,android.widget.EditText,fillable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
1.0,fab new task,,plus_white fab_new_task,plus white,android.widget.ImageButton,clickable,,,,,,,correct,view main activity,,a23b2,1.0,txt group,default,Default,,android.widget.TextView,clickable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
1.0,fab new task,,plus_white fab_new_task,plus white,android.widget.ImageButton,clickable,,,,,,,correct,view main activity,,a23b2,1.0,input panel,,,,android.view.View,clickable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
1.0,fab new task,,plus_white fab_new_task,plus white,android.widget.ImageButton,clickable,,,,,,,correct,view main activity,,a23b2,1.0,fab add reminder,,fab_add_reminder,,android.widget.ImageButton,clickable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
1.0,fab new task,,plus_white fab_new_task,plus white,android.widget.ImageButton,clickable,,,,,,,correct,view main activity,,a23b2,2.0,edit text,sample todo,Title,,android.widget.EditText,fillable,,,,,title,,wrong,ui home main activity,,a23b2-a22b2
1.0,fab new task,,plus_white fab_new_task,plus white,android.widget.ImageButton,clickable,,,,,,,correct,view main activity,,a23b2,3.0,txt thing,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
1.0,fab new task,,plus_white fab_new_task,plus white,android.widget.ImageButton,clickable,,,,,,,correct,view main activity,,a23b2,4.0,btn delete,delete,DELETE,,android.widget.TextView,clickable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
2.0,et new task name,name,Name New To-Do task,,android.widget.EditText,fillable,,,,,,new task,correct,view main activity,,a23b2,1.0,edit text,title,Title,,android.widget.EditText,fillable,,,,,,,correct,ui home main activity,,a23b2-a22b2
2.0,et new task name,name,Name New To-Do task,,android.widget.EditText,fillable,,,,,,new task,correct,view main activity,,a23b2,0.0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
2.0,et new task name,name,Name New To-Do task,,android.widget.EditText,fillable,,,,,,new task,correct,view main activity,,a23b2,0.0,txt title,default,Default,,android.widget.TextView,clickable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
2.0,et new task name,name,Name New To-Do task,,android.widget.EditText,fillable,,,,,,new task,correct,view main activity,,a23b2,0.0,txt count,,txt_count Default,,android.widget.TextView,label,,,,,,default,wrong,ui home main activity,,a23b2-a22b2
2.0,et new task name,name,Name New To-Do task,,android.widget.EditText,fillable,,,,,,new task,correct,view main activity,,a23b2,0.0,fab set,,fab_setting,,android.widget.ImageButton,clickable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
2.0,et new task name,name,Name New To-Do task,,android.widget.EditText,fillable,,,,,,new task,correct,view main activity,,a23b2,0.0,txt empty,look dream interpret life rather,I was not looking for my dreams to interpret my life but rather for my life to interpret my dreams.,,android.widget.TextView,label,,,,,,,wrong,ui home main activity,,a23b2-a22b2
2.0,et new task name,name,Name New To-Do task,,android.widget.EditText,fillable,,,,,,new task,correct,view main activity,,a23b2,1.0,edit text content,content,Content,,android.widget.EditText,fillable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
2.0,et new task name,name,Name New To-Do task,,android.widget.EditText,fillable,,,,,,new task,correct,view main activity,,a23b2,1.0,txt group,default,Default,,android.widget.TextView,clickable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
2.0,et new task name,name,Name New To-Do task,,android.widget.EditText,fillable,,,,,,new task,correct,view main activity,,a23b2,1.0,input panel,,,,android.view.View,clickable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
2.0,et new task name,name,Name New To-Do task,,android.widget.EditText,fillable,,,,,,new task,correct,view main activity,,a23b2,1.0,fab add reminder,,fab_add_reminder,,android.widget.ImageButton,clickable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
2.0,et new task name,name,Name New To-Do task,,android.widget.EditText,fillable,,,,,,new task,correct,view main activity,,a23b2,3.0,txt thing,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
2.0,et new task name,name,Name New To-Do task,,android.widget.EditText,fillable,,,,,,new task,correct,view main activity,,a23b2,4.0,btn delete,delete,DELETE,,android.widget.TextView,clickable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
3.0,bt new task ok,okay,Okay,,android.widget.Button,clickable,,,,,,,correct,view main activity,,a23b2,2.0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a23b2-a22b2
3.0,bt new task ok,okay,Okay,,android.widget.Button,clickable,,,,,,,correct,view main activity,,a23b2,0.0,txt title,default,Default,,android.widget.TextView,clickable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
3.0,bt new task ok,okay,Okay,,android.widget.Button,clickable,,,,,,,correct,view main activity,,a23b2,0.0,txt count,,txt_count Default,,android.widget.TextView,label,,,,,,default,wrong,ui home main activity,,a23b2-a22b2
3.0,bt new task ok,okay,Okay,,android.widget.Button,clickable,,,,,,,correct,view main activity,,a23b2,0.0,fab set,,fab_setting,,android.widget.ImageButton,clickable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
3.0,bt new task ok,okay,Okay,,android.widget.Button,clickable,,,,,,,correct,view main activity,,a23b2,0.0,txt empty,look dream interpret life rather,I was not looking for my dreams to interpret my life but rather for my life to interpret my dreams.,,android.widget.TextView,label,,,,,,,wrong,ui home main activity,,a23b2-a22b2
3.0,bt new task ok,okay,Okay,,android.widget.Button,clickable,,,,,,,correct,view main activity,,a23b2,1.0,edit text,title,Title,,android.widget.EditText,fillable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
3.0,bt new task ok,okay,Okay,,android.widget.Button,clickable,,,,,,,correct,view main activity,,a23b2,1.0,edit text content,content,Content,,android.widget.EditText,fillable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
3.0,bt new task ok,okay,Okay,,android.widget.Button,clickable,,,,,,,correct,view main activity,,a23b2,1.0,txt group,default,Default,,android.widget.TextView,clickable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
3.0,bt new task ok,okay,Okay,,android.widget.Button,clickable,,,,,,,correct,view main activity,,a23b2,1.0,input panel,,,,android.view.View,clickable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
3.0,bt new task ok,okay,Okay,,android.widget.Button,clickable,,,,,,,correct,view main activity,,a23b2,1.0,fab add reminder,,fab_add_reminder,,android.widget.ImageButton,clickable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
3.0,bt new task ok,okay,Okay,,android.widget.Button,clickable,,,,,,,correct,view main activity,,a23b2,2.0,edit text,sample todo,Title,,android.widget.EditText,fillable,,,,,title,,wrong,ui home main activity,,a23b2-a22b2
3.0,bt new task ok,okay,Okay,,android.widget.Button,clickable,,,,,,,correct,view main activity,,a23b2,3.0,txt thing,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
3.0,bt new task ok,okay,Okay,,android.widget.Button,clickable,,,,,,,correct,view main activity,,a23b2,4.0,btn delete,delete,DELETE,,android.widget.TextView,clickable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
4.0,tv exlv task name,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,view main activity,,a23b2,3.0,txt thing,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,ui home main activity,,a23b2-a22b2
4.0,tv exlv task name,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,view main activity,,a23b2,0.0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
4.0,tv exlv task name,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,view main activity,,a23b2,0.0,txt title,default,Default,,android.widget.TextView,clickable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
4.0,tv exlv task name,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,view main activity,,a23b2,0.0,txt count,,txt_count Default,,android.widget.TextView,label,,,,,,default,wrong,ui home main activity,,a23b2-a22b2
4.0,tv exlv task name,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,view main activity,,a23b2,0.0,fab set,,fab_setting,,android.widget.ImageButton,clickable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
4.0,tv exlv task name,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,view main activity,,a23b2,0.0,txt empty,look dream interpret life rather,I was not looking for my dreams to interpret my life but rather for my life to interpret my dreams.,,android.widget.TextView,label,,,,,,,wrong,ui home main activity,,a23b2-a22b2
4.0,tv exlv task name,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,view main activity,,a23b2,1.0,edit text,title,Title,,android.widget.EditText,fillable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
4.0,tv exlv task name,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,view main activity,,a23b2,1.0,edit text content,content,Content,,android.widget.EditText,fillable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
4.0,tv exlv task name,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,view main activity,,a23b2,1.0,txt group,default,Default,,android.widget.TextView,clickable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
4.0,tv exlv task name,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,view main activity,,a23b2,1.0,input panel,,,,android.view.View,clickable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
4.0,tv exlv task name,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,view main activity,,a23b2,1.0,fab add reminder,,fab_add_reminder,,android.widget.ImageButton,clickable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
4.0,tv exlv task name,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,view main activity,,a23b2,2.0,edit text,sample todo,Title,,android.widget.EditText,fillable,,,,,title,,wrong,ui home main activity,,a23b2-a22b2
4.0,tv exlv task name,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,view main activity,,a23b2,4.0,btn delete,delete,DELETE,,android.widget.TextView,clickable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
5.0,title,delete task,Delete To-Do Task,,android.widget.TextView,clickable,,,,,,,correct,view main activity,,a23b2,4.0,btn delete,delete,DELETE,,android.widget.TextView,clickable,,,,,,,correct,ui home main activity,,a23b2-a22b2
5.0,title,delete task,Delete To-Do Task,,android.widget.TextView,clickable,,,,,,,correct,view main activity,,a23b2,0.0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
5.0,title,delete task,Delete To-Do Task,,android.widget.TextView,clickable,,,,,,,correct,view main activity,,a23b2,0.0,txt title,default,Default,,android.widget.TextView,clickable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
5.0,title,delete task,Delete To-Do Task,,android.widget.TextView,clickable,,,,,,,correct,view main activity,,a23b2,0.0,txt count,,txt_count Default,,android.widget.TextView,label,,,,,,default,wrong,ui home main activity,,a23b2-a22b2
5.0,title,delete task,Delete To-Do Task,,android.widget.TextView,clickable,,,,,,,correct,view main activity,,a23b2,0.0,fab set,,fab_setting,,android.widget.ImageButton,clickable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
5.0,title,delete task,Delete To-Do Task,,android.widget.TextView,clickable,,,,,,,correct,view main activity,,a23b2,0.0,txt empty,look dream interpret life rather,I was not looking for my dreams to interpret my life but rather for my life to interpret my dreams.,,android.widget.TextView,label,,,,,,,wrong,ui home main activity,,a23b2-a22b2
5.0,title,delete task,Delete To-Do Task,,android.widget.TextView,clickable,,,,,,,correct,view main activity,,a23b2,1.0,edit text,title,Title,,android.widget.EditText,fillable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
5.0,title,delete task,Delete To-Do Task,,android.widget.TextView,clickable,,,,,,,correct,view main activity,,a23b2,1.0,edit text content,content,Content,,android.widget.EditText,fillable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
5.0,title,delete task,Delete To-Do Task,,android.widget.TextView,clickable,,,,,,,correct,view main activity,,a23b2,1.0,txt group,default,Default,,android.widget.TextView,clickable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
5.0,title,delete task,Delete To-Do Task,,android.widget.TextView,clickable,,,,,,,correct,view main activity,,a23b2,1.0,input panel,,,,android.view.View,clickable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
5.0,title,delete task,Delete To-Do Task,,android.widget.TextView,clickable,,,,,,,correct,view main activity,,a23b2,1.0,fab add reminder,,fab_add_reminder,,android.widget.ImageButton,clickable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
5.0,title,delete task,Delete To-Do Task,,android.widget.TextView,clickable,,,,,,,correct,view main activity,,a23b2,2.0,edit text,sample todo,Title,,android.widget.EditText,fillable,,,,,title,,wrong,ui home main activity,,a23b2-a22b2
5.0,title,delete task,Delete To-Do Task,,android.widget.TextView,clickable,,,,,,,correct,view main activity,,a23b2,3.0,txt thing,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,wrong,ui home main activity,,a23b2-a22b2
0.0,add list,new list name,New List Name Simply Do,,android.widget.EditText,fillable,,,,,,simply,correct,simply activity,,a24b2,1.0,edit text,title,Title,,android.widget.EditText,fillable,,,,,,,correct,ui home main activity,,a24b2-a22b2
0.0,add list,new list name,New List Name Simply Do,,android.widget.EditText,fillable,,,,,,simply,correct,simply activity,,a24b2,0.0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,wrong,ui home main activity,,a24b2-a22b2
0.0,add list,new list name,New List Name Simply Do,,android.widget.EditText,fillable,,,,,,simply,correct,simply activity,,a24b2,0.0,txt title,default,Default,,android.widget.TextView,clickable,,,,,,,wrong,ui home main activity,,a24b2-a22b2
0.0,add list,new list name,New List Name Simply Do,,android.widget.EditText,fillable,,,,,,simply,correct,simply activity,,a24b2,0.0,txt count,,txt_count Default,,android.widget.TextView,label,,,,,,default,wrong,ui home main activity,,a24b2-a22b2
0.0,add list,new list name,New List Name Simply Do,,android.widget.EditText,fillable,,,,,,simply,correct,simply activity,,a24b2,0.0,fab set,,fab_setting,,android.widget.ImageButton,clickable,,,,,,,wrong,ui home main activity,,a24b2-a22b2
0.0,add list,new list name,New List Name Simply Do,,android.widget.EditText,fillable,,,,,,simply,correct,simply activity,,a24b2,0.0,txt empty,look dream interpret life rather,I was not looking for my dreams to interpret my life but rather for my life to interpret my dreams.,,android.widget.TextView,label,,,,,,,wrong,ui home main activity,,a24b2-a22b2
0.0,add list,new list name,New List Name Simply Do,,android.widget.EditText,fillable,,,,,,simply,correct,simply activity,,a24b2,1.0,edit text content,content,Content,,android.widget.EditText,fillable,,,,,,,wrong,ui home main activity,,a24b2-a22b2
0.0,add list,new list name,New List Name Simply Do,,android.widget.EditText,fillable,,,,,,simply,correct,simply activity,,a24b2,1.0,txt group,default,Default,,android.widget.TextView,clickable,,,,,,,wrong,ui home main activity,,a24b2-a22b2
0.0,add list,new list name,New List Name Simply Do,,android.widget.EditText,fillable,,,,,,simply,correct,simply activity,,a24b2,1.0,input panel,,,,android.view.View,clickable,,,,,,,wrong,ui home main activity,,a24b2-a22b2
0.0,add list,new list name,New List Name Simply Do,,android.widget.EditText,fillable,,,,,,simply,correct,simply activity,,a24b2,1.0,fab add reminder,,fab_add_reminder,,android.widget.ImageButton,clickable,,,,,,,wrong,ui home main activity,,a24b2-a22b2
0.0,add list,new list name,New List Name Simply Do,,android.widget.EditText,fillable,,,,,,simply,correct,simply activity,,a24b2,3.0,txt thing,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,wrong,ui home main activity,,a24b2-a22b2
0.0,add list,new list name,New List Name Simply Do,,android.widget.EditText,fillable,,,,,,simply,correct,simply activity,,a24b2,4.0,btn delete,delete,DELETE,,android.widget.TextView,clickable,,,,,,,wrong,ui home main activity,,a24b2-a22b2
1.0,add list,add,Add,,android.widget.Button,clickable,,,,,,,correct,simply activity,,a24b2,2.0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a24b2-a22b2
1.0,add list,add,Add,,android.widget.Button,clickable,,,,,,,correct,simply activity,,a24b2,0.0,txt title,default,Default,,android.widget.TextView,clickable,,,,,,,wrong,ui home main activity,,a24b2-a22b2
1.0,add list,add,Add,,android.widget.Button,clickable,,,,,,,correct,simply activity,,a24b2,0.0,txt count,,txt_count Default,,android.widget.TextView,label,,,,,,default,wrong,ui home main activity,,a24b2-a22b2
1.0,add list,add,Add,,android.widget.Button,clickable,,,,,,,correct,simply activity,,a24b2,0.0,fab set,,fab_setting,,android.widget.ImageButton,clickable,,,,,,,wrong,ui home main activity,,a24b2-a22b2
1.0,add list,add,Add,,android.widget.Button,clickable,,,,,,,correct,simply activity,,a24b2,0.0,txt empty,look dream interpret life rather,I was not looking for my dreams to interpret my life but rather for my life to interpret my dreams.,,android.widget.TextView,label,,,,,,,wrong,ui home main activity,,a24b2-a22b2
1.0,add list,add,Add,,android.widget.Button,clickable,,,,,,,correct,simply activity,,a24b2,1.0,edit text,title,Title,,android.widget.EditText,fillable,,,,,,,wrong,ui home main activity,,a24b2-a22b2
1.0,add list,add,Add,,android.widget.Button,clickable,,,,,,,correct,simply activity,,a24b2,1.0,edit text content,content,Content,,android.widget.EditText,fillable,,,,,,,wrong,ui home main activity,,a24b2-a22b2
1.0,add list,add,Add,,android.widget.Button,clickable,,,,,,,correct,simply activity,,a24b2,1.0,txt group,default,Default,,android.widget.TextView,clickable,,,,,,,wrong,ui home main activity,,a24b2-a22b2
1.0,add list,add,Add,,android.widget.Button,clickable,,,,,,,correct,simply activity,,a24b2,1.0,input panel,,,,android.view.View,clickable,,,,,,,wrong,ui home main activity,,a24b2-a22b2
1.0,add list,add,Add,,android.widget.Button,clickable,,,,,,,correct,simply activity,,a24b2,1.0,fab add reminder,,fab_add_reminder,,android.widget.ImageButton,clickable,,,,,,,wrong,ui home main activity,,a24b2-a22b2
1.0,add list,add,Add,,android.widget.Button,clickable,,,,,,,correct,simply activity,,a24b2,2.0,edit text,sample todo,Title,,android.widget.EditText,fillable,,,,,title,,wrong,ui home main activity,,a24b2-a22b2
1.0,add list,add,Add,,android.widget.Button,clickable,,,,,,,correct,simply activity,,a24b2,3.0,txt thing,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,wrong,ui home main activity,,a24b2-a22b2
1.0,add list,add,Add,,android.widget.Button,clickable,,,,,,,correct,simply activity,,a24b2,4.0,btn delete,delete,DELETE,,android.widget.TextView,clickable,,,,,,,wrong,ui home main activity,,a24b2-a22b2
2.0,,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,simply activity,,a24b2,3.0,txt thing,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,ui home main activity,,a24b2-a22b2
2.0,,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,simply activity,,a24b2,0.0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,wrong,ui home main activity,,a24b2-a22b2
2.0,,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,simply activity,,a24b2,0.0,txt title,default,Default,,android.widget.TextView,clickable,,,,,,,wrong,ui home main activity,,a24b2-a22b2
2.0,,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,simply activity,,a24b2,0.0,txt count,,txt_count Default,,android.widget.TextView,label,,,,,,default,wrong,ui home main activity,,a24b2-a22b2
2.0,,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,simply activity,,a24b2,0.0,fab set,,fab_setting,,android.widget.ImageButton,clickable,,,,,,,wrong,ui home main activity,,a24b2-a22b2
